line,status,skipped,licensed,access_franchise,access_property,access_product_line,release_year,wave,item_name,normalized_franchise,normalized_property,normalized_product_line,normalized_item
1003,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Sparkabot: Sizzle,Transformers,Transformers,G1 Transformers,Sparkabot: Sizzle
1004,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Targetmaster: Landfill,Transformers,Transformers,G1 Transformers,Targetmaster: Landfill
1005,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Targetmaster: Needlenose,Transformers,Transformers,G1 Transformers,Targetmaster: Needlenose
1006,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Targetmaster: Quake,Transformers,Transformers,G1 Transformers,Targetmaster: Quake
1007,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Targetmaster: Quickmix,Transformers,Transformers,G1 Transformers,Targetmaster: Quickmix
1008,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Targetmaster: Scoop,Transformers,Transformers,G1 Transformers,Targetmaster: Scoop
1009,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Targetmaster: Spinister,Transformers,Transformers,G1 Transformers,Targetmaster: Spinister
1010,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Triggerbot: Backstreet,Transformers,Transformers,G1 Transformers,Triggerbot: Backstreet
1011,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Triggerbot: Dogfight,Transformers,Transformers,G1 Transformers,Triggerbot: Dogfight
1012,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Triggerbot: Override,Transformers,Transformers,G1 Transformers,Triggerbot: Override
1013,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Triggercon: Crankcase,Transformers,Transformers,G1 Transformers,Triggercon: Crankcase
1014,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Triggercon: Ruckus,Transformers,Transformers,G1 Transformers,Triggercon: Ruckus
1015,skipped_replaced_or_intentional,True,False,Transformers,Transformers,G1 Transformers,1988,Wave 5,Triggercon: Windsweeper,Transformers,Transformers,G1 Transformers,Triggercon: Windsweeper
1016,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Ardent Aardvark,Transformers,Transformers,Battlebeasts,Ardent Aardvark
1017,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Black Panther,Transformers,Transformers,Battlebeasts,Black Panther
1018,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Bodacious Bovine,Transformers,Transformers,Battlebeasts,Bodacious Bovine
1019,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Crooked Crow,Transformers,Transformers,Battlebeasts,Crooked Crow
1020,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Diving Duckbill,Transformers,Transformers,Battlebeasts,Diving Duckbill
1021,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Fleet-Footed Antelope,Transformers,Transformers,Battlebeasts,Fleet-Footed Antelope
1022,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Frenzied Flamingo,Transformers,Transformers,Battlebeasts,Frenzied Flamingo
1023,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Harrier Hawk,Transformers,Transformers,Battlebeasts,Harrier Hawk
1024,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Killer Koala,Transformers,Transformers,Battlebeasts,Killer Koala
1025,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,King Cobra,Transformers,Transformers,Battlebeasts,King Cobra
1026,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Leapin' Lizard,Transformers,Transformers,Battlebeasts,Leapin' Lizard
1027,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Manic Mandrill,Transformers,Transformers,Battlebeasts,Manic Mandrill
1028,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Musky Ox,Transformers,Transformers,Battlebeasts,Musky Ox
1029,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Osified Orangatang,Transformers,Transformers,Battlebeasts,Osified Orangatang
1030,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Panzer Panda,Transformers,Transformers,Battlebeasts,Panzer Panda
1031,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Pillager Pig,Transformers,Transformers,Battlebeasts,Pillager Pig
1032,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Pixilated Pointer,Transformers,Transformers,Battlebeasts,Pixilated Pointer
1033,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Pungnacious Penguin,Transformers,Transformers,Battlebeasts,Pungnacious Penguin
1034,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Rowder Rooster,Transformers,Transformers,Battlebeasts,Rowder Rooster
1035,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Slowpoke Sloth,Transformers,Transformers,Battlebeasts,Slowpoke Sloth
1036,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Tarsier Tyrant,Transformers,Transformers,Battlebeasts,Tarsier Tyrant
1037,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Torrential Tapir,Transformers,Transformers,Battlebeasts,Torrential Tapir
1038,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Tranglin Pangolin,Transformers,Transformers,Battlebeasts,Tranglin Pangolin
1039,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Series 3,Zealot Zebra,Transformers,Transformers,Battlebeasts,Zealot Zebra
1040,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Anarchy,Transformers,Transformers,Battlebeasts,Anarchy
1041,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Battle Fennec,Transformers,Transformers,Battlebeasts,Battle Fennec
1042,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Blue Eagle,Transformers,Transformers,Battlebeasts,Blue Eagle
1043,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Brain Mouse,Transformers,Transformers,Battlebeasts,Brain Mouse
1044,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Brown Lion,Transformers,Transformers,Battlebeasts,Brown Lion
1045,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Condorassin,Transformers,Transformers,Battlebeasts,Condorassin
1046,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Dino Gator,Transformers,Transformers,Battlebeasts,Dino Gator
1047,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Dragon Seahorn,Transformers,Transformers,Battlebeasts,Dragon Seahorn
1048,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Fight-Horn,Transformers,Transformers,Battlebeasts,Fight-Horn
1049,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Fly Sailor,Transformers,Transformers,Battlebeasts,Fly Sailor
1050,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Flying Dragon,Transformers,Transformers,Battlebeasts,Flying Dragon
1051,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Grencats,Transformers,Transformers,Battlebeasts,Grencats
1052,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Grin-Reefer,Transformers,Transformers,Battlebeasts,Grin-Reefer
1053,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Ground Wolf,Transformers,Transformers,Battlebeasts,Ground Wolf
1054,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Hornhead,Transformers,Transformers,Battlebeasts,Hornhead
1055,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Hustlebear,Transformers,Transformers,Battlebeasts,Hustlebear
1056,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Jeerer Monkey,Transformers,Transformers,Battlebeasts,Jeerer Monkey
1057,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Kickback,Transformers,Transformers,Battlebeasts,Kickback
1058,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Killer Hound,Transformers,Transformers,Battlebeasts,Killer Hound
1059,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,King-Buster,Transformers,Transformers,Battlebeasts,King-Buster
1060,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Mantfrenzy,Transformers,Transformers,Battlebeasts,Mantfrenzy
1061,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Monkey-Fighter,Transformers,Transformers,Battlebeasts,Monkey-Fighter
1062,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Puzzlecolor,Transformers,Transformers,Battlebeasts,Puzzlecolor
1063,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Rainbow Samu,Transformers,Transformers,Battlebeasts,Rainbow Samu
1064,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Sailon,Transformers,Transformers,Battlebeasts,Sailon
1065,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Salmomanther,Transformers,Transformers,Battlebeasts,Salmomanther
1066,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Scope Cougar,Transformers,Transformers,Battlebeasts,Scope Cougar
1067,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Sea Panic,Transformers,Transformers,Battlebeasts,Sea Panic
1068,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Shool,Transformers,Transformers,Battlebeasts,Shool
1069,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Skull Grotess,Transformers,Transformers,Battlebeasts,Skull Grotess
1070,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Skybat,Transformers,Transformers,Battlebeasts,Skybat
1071,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Slag King,Transformers,Transformers,Battlebeasts,Slag King
1072,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Spark Shark,Transformers,Transformers,Battlebeasts,Spark Shark
1073,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Strong Hurricane,Transformers,Transformers,Battlebeasts,Strong Hurricane
1074,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Tiger Burn,Transformers,Transformers,Battlebeasts,Tiger Burn
1075,skipped_replaced_or_intentional,True,False,Transformers,Transformers,Battlebeasts,1988,Laser Beasts,Zariganian,Transformers,Transformers,Battlebeasts,Zariganian
1090,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Ace Duck,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Ace Duck
1091,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Baxter Stockman,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Baxter Stockman
1092,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Break Fightin' Raphael,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Break Fightin' Raphael
1093,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Casey Jones,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Casey Jones
1094,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Double Barreled Plunger Gun,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Double Barreled Plunger Gun
1095,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Flush 'O Matic,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Flush 'O Matic
1096,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Foot Cruiser,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Foot Cruiser
1097,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Foot Ski,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Foot Ski
1098,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,General Traag,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,General Traag
1099,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Ghengis Frog,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Ghengis Frog
1100,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Krang,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Krang
1101,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Leatherhead,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Leatherhead
1102,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Metalhead,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Metalhead
1103,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Mouser,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Mouser
1104,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Pizza Thrower,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Pizza Thrower
1105,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Rat King,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Rat King
1106,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Retro Catapult,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Retro Catapult
1107,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Rock N' Roll Michael Angelo,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Rock N' Roll Michael Angelo
1108,skipped_replaced_or_intentional,True,False,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,TMNT Vintage Playmates,1989,Wave 2,Sewer Army Tube,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles (Vintage Playmates),TMNT Vintage Playmates,Sewer Army Tube
